run_id,configuration,case,variant,mode,repetition,workbook,timestep,attempt_count,objective_metric,best_usable_attempt,best_usable_economic_attempt,selected_attempt,evaluator_accepted_attempt,best_usable_objective,best_usable_candidate_objective,selected_objective,selected_is_best_usable_candidate,selected_is_best_usable_objective,selected_objective_regret,accepted_rerun_worse_than_earlier_usable_attempt,accepted_rerun_economically_worse_than_earlier_usable_attempt,rejected_negative_pto_cost_count,no_op_rejection_feedback_count
aw_combined_evening__altruistic__uncertain_chat__full_agentic__r005,full_agentic,aw_combined_evening,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/full_agentic_rep_005.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r001,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_001.xlsx,30,2,projected_full_day_pto_cost,1,1,1,,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r001,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_001.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r002,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_002.xlsx,30,2,projected_full_day_pto_cost,2,2,2,,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r002,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_002.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r003,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_003.xlsx,30,2,projected_full_day_pto_cost,2,2,2,,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,1
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r003,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_003.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r004,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_004.xlsx,30,2,projected_full_day_pto_cost,1,1,1,2.0,121.676451,121.676451,121.676451,True,True,0.0,True,True,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r004,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_004.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,121.676451,121.676451,121.676451,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r005,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_005.xlsx,30,2,projected_full_day_pto_cost,2,2,2,,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_combined_evening__altruistic__uncertain_chat__rule_parser_trigger_substitution__r005,rule_parser_trigger_substitution,aw_combined_evening,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_combined_evening/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_005.xlsx,31,1,projected_full_day_pto_cost,1,1,1,1.0,120.581946,120.581946,120.581946,True,True,0.0,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__deterministic_pricing_substitution__r001,deterministic_pricing_substitution,aw_route6_late_return,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_001.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__deterministic_pricing_substitution__r002,deterministic_pricing_substitution,aw_route6_late_return,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_002.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__deterministic_pricing_substitution__r003,deterministic_pricing_substitution,aw_route6_late_return,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_003.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__deterministic_pricing_substitution__r004,deterministic_pricing_substitution,aw_route6_late_return,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_004.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__deterministic_pricing_substitution__r005,deterministic_pricing_substitution,aw_route6_late_return,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/deterministic_pricing_substitution_rep_005.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__evaluator_removal__r001,evaluator_removal,aw_route6_late_return,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/evaluator_removal_rep_001.xlsx,6,2,projected_full_day_pto_cost,2,1,2,2.0,117.821349,123.294137,123.294137,True,False,5.472788000000008,False,True,0,0
aw_route6_late_return__altruistic__uncertain_chat__evaluator_removal__r002,evaluator_removal,aw_route6_late_return,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/evaluator_removal_rep_002.xlsx,6,2,projected_full_day_pto_cost,2,1,2,2.0,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,True,0,0
aw_route6_late_return__altruistic__uncertain_chat__evaluator_removal__r003,evaluator_removal,aw_route6_late_return,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/evaluator_removal_rep_003.xlsx,6,2,projected_full_day_pto_cost,2,1,2,2.0,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,True,0,0
aw_route6_late_return__altruistic__uncertain_chat__evaluator_removal__r004,evaluator_removal,aw_route6_late_return,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/evaluator_removal_rep_004.xlsx,6,2,projected_full_day_pto_cost,2,1,2,2.0,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,True,0,0
aw_route6_late_return__altruistic__uncertain_chat__evaluator_removal__r005,evaluator_removal,aw_route6_late_return,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/evaluator_removal_rep_005.xlsx,6,2,projected_full_day_pto_cost,2,1,2,2.0,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,True,0,0
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r001,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_001.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r002,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_002.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r003,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_003.xlsx,6,2,projected_full_day_pto_cost,2,1,2,2.0,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,True,0,0
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r004,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_004.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__full_agentic__r005,full_agentic,aw_route6_late_return,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/full_agentic_rep_005.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__rule_parser_trigger_substitution__r001,rule_parser_trigger_substitution,aw_route6_late_return,uncertain_chat,altruistic,1,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_001.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__rule_parser_trigger_substitution__r002,rule_parser_trigger_substitution,aw_route6_late_return,uncertain_chat,altruistic,2,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_002.xlsx,6,2,projected_full_day_pto_cost,2,1,2,2.0,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,True,0,0
aw_route6_late_return__altruistic__uncertain_chat__rule_parser_trigger_substitution__r003,rule_parser_trigger_substitution,aw_route6_late_return,uncertain_chat,altruistic,3,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_003.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__rule_parser_trigger_substitution__r004,rule_parser_trigger_substitution,aw_route6_late_return,uncertain_chat,altruistic,4,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_004.xlsx,6,2,projected_full_day_pto_cost,2,1,2,,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,False,0,0
aw_route6_late_return__altruistic__uncertain_chat__rule_parser_trigger_substitution__r005,rule_parser_trigger_substitution,aw_route6_late_return,uncertain_chat,altruistic,5,results/revision/ablation_altruistic_v6/aw_route6_late_return/altruistic/uncertain_chat/rule_parser_trigger_substitution_rep_005.xlsx,6,2,projected_full_day_pto_cost,2,1,2,2.0,117.375671,123.153139,123.153139,True,False,5.777467999999999,False,True,0,0
