notice_id,scenario_id,event_id,source_type,wording_variant,benchmark_split,uncertainty_case,report_timestep,text,canonical
OPS-102-onset-single_message,v3_route6_closure,OPS-102,driver_chat,single_message,test,onset,10,Driver 6 re OPS-102: The event is now confirmed for lane closure on route block 6. unit 6 delay 15-25 min; unit 6 traction energy 1.05-1.10x normal. dashboard is a bit flaky; conf 0.72. Confirmed material: apply the conservative bound provisionally and replan now.,"{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""onset"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":10,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.72,""provisional"":true,""conflicting_evidence"":[""field_estimate_vs_fluctuating_dashboard""],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":15.0,""upper_bound"":25.0,""selected_value"":25.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.05,""upper_bound"":1.1,""selected_value"":1.1,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""optimize"",""rationale"":""Material event is confirmed; apply the frozen conservative parameter policy provisionally.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":25},""energy_multiplier_by_bus"":{""6"":1.1},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-persistence-single_message,v3_route6_closure,OPS-102,driver_chat,single_message,test,persistence,11,Driver 6 re OPS-102: The same event remains active. Field reports persist but delayed telemetry still disagrees. unit 6 delay 15-25 min; unit 6 traction energy 1.05-1.10x normal. dashboard is a bit flaky; conf 0.60. No selected value changed; keep the current plan and wait.,"{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""persistence"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":11,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.6,""provisional"":true,""conflicting_evidence"":[""driver_or_maintenance_report_vs_delayed_telemetry""],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":15.0,""upper_bound"":25.0,""selected_value"":25.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.05,""upper_bound"":1.1,""selected_value"":1.1,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""wait"",""rationale"":""No selected operational value has changed; wait and avoid duplicate optimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":25},""energy_multiplier_by_bus"":{""6"":1.1},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-severity_change-single_message,v3_route6_closure,OPS-102,driver_chat,single_message,test,severity_change,12,Driver 6 re OPS-102: A verified correction supersedes the previous estimate for lane closure on route block 6. unit 6 delay 25-35 min; unit 6 traction energy 1.10-1.16x normal. dashboard is a bit flaky; conf 0.88. Verified correction: supersede the earlier values and replan now.,"{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""severity_change"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":12,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.88,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":25.0,""upper_bound"":35.0,""selected_value"":35.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.1,""upper_bound"":1.16,""selected_value"":1.16,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""optimize"",""rationale"":""A verified correction supersedes earlier values and requires reoptimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":35},""energy_multiplier_by_bus"":{""6"":1.16},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-recovery-single_message,v3_route6_closure,OPS-102,driver_chat,single_message,test,recovery,14,Driver 6 re OPS-102: The affected buses and chargers for lane closure on route block 6 are confirmed back to normal. dashboard is a bit flaky; conf 0.96. Recovery confirmed: restore nominal assumptions and replan now.,"{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""recovery"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.96,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":0.0,""upper_bound"":0.0,""selected_value"":0.0,""unit"":""minutes"",""selection_policy"":""restored_nominal""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.0,""upper_bound"":1.0,""selected_value"":1.0,""unit"":""multiplier"",""selection_policy"":""restored_nominal""}],""recommended_action"":""optimize"",""rationale"":""Confirmed recovery restores nominal optimizer assumptions.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-stable-single_message,v3_route6_closure,OPS-102,driver_chat,single_message,test,stable,15,Driver 6 re OPS-102: Post-recovery monitoring is normal; a message about a break-room charger is unrelated to fleet operations. dashboard is a bit flaky; conf 1.00. No new operational restriction; no replan is needed.,"{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""informational"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":1.0,""provisional"":false,""conflicting_evidence"":[],""estimates"":[],""recommended_action"":""wait"",""rationale"":""Post-recovery chatter contains no new operational restriction.""},""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-warning-driver_chat,v3_route6_closure,OPS-102,driver_chat,driver_chat,test,warning,9,"[OPS-102] Driver 6: Heads-up only—if the lane closure on route block 6 is real, unit 6 is somewhere between fifteen and twenty-five minutes late; its battery draw looks five to ten percent above normal.
Telemetry desk: First screen is lagging and I cannot corroborate that yet.
Dispatcher: Confidence is about 45 percent. Could someone verify before we touch the schedule?","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""warning"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":9,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.45,""provisional"":true,""conflicting_evidence"":[""field_report_vs_initial_telemetry""],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":15.0,""upper_bound"":25.0,""selected_value"":null,""unit"":""minutes"",""selection_policy"":""no_update_pending_confirmation""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.05,""upper_bound"":1.1,""selected_value"":null,""unit"":""multiplier"",""selection_policy"":""no_update_pending_confirmation""}],""recommended_action"":""request_confirmation"",""rationale"":""Conditional warning lacks confirmation; request confirmation without changing optimizer inputs.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-onset-driver_chat,v3_route6_closure,OPS-102,driver_chat,driver_chat,test,onset,10,"[OPS-102] Driver 6: Field check backs it up: unit 6 is somewhere between fifteen and twenty-five minutes late; its battery draw looks five to ten percent above normal.
Telemetry desk: My feed is still bouncing, so the field range and screen do not agree exactly.
Dispatcher: Use the cautious end of those figures for now; confidence 72 percent. Treat it as live.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""onset"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":10,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.72,""provisional"":true,""conflicting_evidence"":[""field_estimate_vs_fluctuating_dashboard""],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":15.0,""upper_bound"":25.0,""selected_value"":25.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.05,""upper_bound"":1.1,""selected_value"":1.1,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""optimize"",""rationale"":""Material event is confirmed; apply the frozen conservative parameter policy provisionally.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":25},""energy_multiplier_by_bus"":{""6"":1.1},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-persistence-driver_chat,v3_route6_closure,OPS-102,driver_chat,driver_chat,test,persistence,11,"[OPS-102] Driver 6: Same issue as the last exchange; unit 6 is somewhere between fifteen and twenty-five minutes late; its battery draw looks five to ten percent above normal.
Telemetry desk: The delayed screen still shows something lower.
Dispatcher: Confidence remains 60 percent. Leave what we already loaded alone for now.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""persistence"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":11,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.6,""provisional"":true,""conflicting_evidence"":[""driver_or_maintenance_report_vs_delayed_telemetry""],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":15.0,""upper_bound"":25.0,""selected_value"":25.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.05,""upper_bound"":1.1,""selected_value"":1.1,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""wait"",""rationale"":""No selected operational value has changed; wait and avoid duplicate optimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":25},""energy_multiplier_by_bus"":{""6"":1.1},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-severity_change-driver_chat,v3_route6_closure,OPS-102,driver_chat,driver_chat,test,severity_change,12,"[OPS-102] Telemetry desk: The old board still repeats: unit 6 is somewhere between fifteen and twenty-five minutes late; its battery draw looks five to ten percent above normal.
Driver 6: Fresh field check says unit 6 is somewhere between twenty-five and thirty-five minutes late; its battery draw looks ten to sixteen percent above normal.
Dispatcher: Scratch the previous figures; the fresh field range is authoritative at 88 percent confidence. Publish the replacement.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""severity_change"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":12,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.88,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":25.0,""upper_bound"":35.0,""selected_value"":35.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.1,""upper_bound"":1.16,""selected_value"":1.16,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""optimize"",""rationale"":""A verified correction supersedes earlier values and requires reoptimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":35},""energy_multiplier_by_bus"":{""6"":1.16},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-recovery-driver_chat,v3_route6_closure,OPS-102,driver_chat,driver_chat,test,recovery,14,"[OPS-102] Driver 6: Field gives the all-clear on the same equipment and route.
Telemetry desk: Normal readings are now corroborated.
Dispatcher: Confidence 96 percent. Put the original planning values back into service.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""recovery"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.96,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":0.0,""upper_bound"":0.0,""selected_value"":0.0,""unit"":""minutes"",""selection_policy"":""restored_nominal""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.0,""upper_bound"":1.0,""selected_value"":1.0,""unit"":""multiplier"",""selection_policy"":""restored_nominal""}],""recommended_action"":""optimize"",""rationale"":""Confirmed recovery restores nominal optimizer assumptions.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-stable-driver_chat,v3_route6_closure,OPS-102,driver_chat,driver_chat,test,stable,15,"[OPS-102] Depot chat: FYI after close-out, everything operational is quiet.
Driver lounge: The phone charger by the coffee machine is still broken.
Dispatcher: That is not a fleet asset and there is nothing for fleet dispatch to change.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""informational"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":1.0,""provisional"":false,""conflicting_evidence"":[],""estimates"":[],""recommended_action"":""wait"",""rationale"":""Post-recovery chatter contains no new operational restriction.""},""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-warning-uncertain_chat,v3_route6_closure,OPS-102,driver_chat,uncertain_chat,test,warning,9,"[OPS-102] Driver 6: Heads-up only—if the lane closure on route block 6 is real, unit 6 is somewhere between fifteen and twenty-five minutes late; its battery draw looks five to ten percent above normal.
Driver lounge: Anyone swapping the afternoon break? This is unrelated to the incident.
Telemetry desk: First screen is lagging and I cannot corroborate that yet.
Maintenance: One stale dashboard panel may contradict the field thread; follow the latest authorized dispatch line.
Dispatcher: Confidence is about 45 percent. Could someone verify before we touch the schedule?","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""warning"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":9,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.45,""provisional"":true,""conflicting_evidence"":[""field_report_vs_initial_telemetry""],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":15.0,""upper_bound"":25.0,""selected_value"":null,""unit"":""minutes"",""selection_policy"":""no_update_pending_confirmation""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.05,""upper_bound"":1.1,""selected_value"":null,""unit"":""multiplier"",""selection_policy"":""no_update_pending_confirmation""}],""recommended_action"":""request_confirmation"",""rationale"":""Conditional warning lacks confirmation; request confirmation without changing optimizer inputs.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-onset-uncertain_chat,v3_route6_closure,OPS-102,driver_chat,uncertain_chat,test,onset,10,"[OPS-102] Driver 6: Field check backs it up: unit 6 is somewhere between fifteen and twenty-five minutes late; its battery draw looks five to ten percent above normal.
Driver lounge: Anyone swapping the afternoon break? This is unrelated to the incident.
Telemetry desk: My feed is still bouncing, so the field range and screen do not agree exactly.
Maintenance: One stale dashboard panel may contradict the field thread; follow the latest authorized dispatch line.
Dispatcher: Use the cautious end of those figures for now; confidence 72 percent. Treat it as live.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""onset"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":10,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.72,""provisional"":true,""conflicting_evidence"":[""field_estimate_vs_fluctuating_dashboard""],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":15.0,""upper_bound"":25.0,""selected_value"":25.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.05,""upper_bound"":1.1,""selected_value"":1.1,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""optimize"",""rationale"":""Material event is confirmed; apply the frozen conservative parameter policy provisionally.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":25},""energy_multiplier_by_bus"":{""6"":1.1},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-persistence-uncertain_chat,v3_route6_closure,OPS-102,driver_chat,uncertain_chat,test,persistence,11,"[OPS-102] Driver 6: Same issue as the last exchange; unit 6 is somewhere between fifteen and twenty-five minutes late; its battery draw looks five to ten percent above normal.
Driver lounge: Anyone swapping the afternoon break? This is unrelated to the incident.
Telemetry desk: The delayed screen still shows something lower.
Maintenance: One stale dashboard panel may contradict the field thread; follow the latest authorized dispatch line.
Dispatcher: Confidence remains 60 percent. Leave what we already loaded alone for now.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""persistence"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":11,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.6,""provisional"":true,""conflicting_evidence"":[""driver_or_maintenance_report_vs_delayed_telemetry""],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":15.0,""upper_bound"":25.0,""selected_value"":25.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.05,""upper_bound"":1.1,""selected_value"":1.1,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""wait"",""rationale"":""No selected operational value has changed; wait and avoid duplicate optimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":25},""energy_multiplier_by_bus"":{""6"":1.1},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-severity_change-uncertain_chat,v3_route6_closure,OPS-102,driver_chat,uncertain_chat,test,severity_change,12,"[OPS-102] Telemetry desk: The old board still repeats: unit 6 is somewhere between fifteen and twenty-five minutes late; its battery draw looks five to ten percent above normal.
Driver lounge: Anyone swapping the afternoon break? This is unrelated to the incident.
Driver 6: Fresh field check says unit 6 is somewhere between twenty-five and thirty-five minutes late; its battery draw looks ten to sixteen percent above normal.
Maintenance: One stale dashboard panel may contradict the field thread; follow the latest authorized dispatch line.
Dispatcher: Scratch the previous figures; the fresh field range is authoritative at 88 percent confidence. Publish the replacement.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""severity_change"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":12,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.88,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":25.0,""upper_bound"":35.0,""selected_value"":35.0,""unit"":""minutes"",""selection_policy"":""conservative_upper""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.1,""upper_bound"":1.16,""selected_value"":1.16,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""optimize"",""rationale"":""A verified correction supersedes earlier values and requires reoptimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":35},""energy_multiplier_by_bus"":{""6"":1.16},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-recovery-uncertain_chat,v3_route6_closure,OPS-102,driver_chat,uncertain_chat,test,recovery,14,"[OPS-102] Driver 6: Field gives the all-clear on the same equipment and route.
Driver lounge: Anyone swapping the afternoon break? This is unrelated to the incident.
Telemetry desk: Normal readings are now corroborated.
Maintenance: One stale dashboard panel may contradict the field thread; follow the latest authorized dispatch line.
Dispatcher: Confidence 96 percent. Put the original planning values back into service.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""service_delay"",""phase"":""recovery"",""affected_buses"":[6],""affected_chargers"":[],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":0.96,""provisional"":false,""conflicting_evidence"":[],""estimates"":[{""parameter"":""delay_minutes"",""asset_id"":6,""lower_bound"":0.0,""upper_bound"":0.0,""selected_value"":0.0,""unit"":""minutes"",""selection_policy"":""restored_nominal""},{""parameter"":""energy_multiplier"",""asset_id"":6,""lower_bound"":1.0,""upper_bound"":1.0,""selected_value"":1.0,""unit"":""multiplier"",""selection_policy"":""restored_nominal""}],""recommended_action"":""optimize"",""rationale"":""Confirmed recovery restores nominal optimizer assumptions.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{""6"":0},""energy_multiplier_by_bus"":{""6"":1.0},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-102-stable-uncertain_chat,v3_route6_closure,OPS-102,driver_chat,uncertain_chat,test,stable,15,"[OPS-102] Depot chat: FYI after close-out, everything operational is quiet.
Driver lounge: Anyone swapping the afternoon break? This is unrelated to the incident.
Driver lounge: The phone charger by the coffee machine is still broken.
Maintenance: One stale dashboard panel may contradict the field thread; follow the latest authorized dispatch line.
Dispatcher: That is not a fleet asset and there is nothing for fleet dispatch to change.","{""event_id"":""OPS-102"",""source_type"":""driver_chat"",""event_type"":""informational"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""uncertainty_details"":{""confidence_level"":1.0,""provisional"":false,""conflicting_evidence"":[],""estimates"":[],""recommended_action"":""wait"",""rationale"":""Post-recovery chatter contains no new operational restriction.""},""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-103-warning-clean,v3_bus2_energy_sensor,OPS-103,service_alert,clean,test,warning,9,Operations notice OPS-103. A conditional warning was raised for substitute alignment and fluctuating energy dashboard for unit 2. unit 2 traction energy 1.08-1.15x normal. Confidence 0.45. Field information and initial telemetry conflict where stated. Request confirmation and do not replan yet.,"{""event_id"":""OPS-103"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""warning"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":9,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.45,""provisional"":true,""conflicting_evidence"":[""field_report_vs_initial_telemetry""],""estimates"":[{""parameter"":""energy_multiplier"",""asset_id"":2,""lower_bound"":1.08,""upper_bound"":1.15,""selected_value"":null,""unit"":""multiplier"",""selection_policy"":""no_update_pending_confirmation""}],""recommended_action"":""request_confirmation"",""rationale"":""Conditional warning lacks confirmation; request confirmation without changing optimizer inputs.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-103-onset-clean,v3_bus2_energy_sensor,OPS-103,service_alert,clean,test,onset,10,Operations notice OPS-103. The event is now confirmed for substitute alignment and fluctuating energy dashboard for unit 2. unit 2 traction energy 1.08-1.15x normal. Confidence 0.72. Field information and initial telemetry conflict where stated. Confirmed material: apply the conservative bound provisionally and replan now.,"{""event_id"":""OPS-103"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""onset"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":10,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.72,""provisional"":true,""conflicting_evidence"":[""field_estimate_vs_fluctuating_dashboard""],""estimates"":[{""parameter"":""energy_multiplier"",""asset_id"":2,""lower_bound"":1.08,""upper_bound"":1.15,""selected_value"":1.15,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""optimize"",""rationale"":""Material event is confirmed; apply the frozen conservative parameter policy provisionally.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{""2"":1.15},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
OPS-103-persistence-clean,v3_bus2_energy_sensor,OPS-103,service_alert,clean,test,persistence,11,Operations notice OPS-103. The same event remains active. Field reports persist but delayed telemetry still disagrees. unit 2 traction energy 1.08-1.15x normal. Confidence 0.60. Field information and initial telemetry conflict where stated. No selected value changed; keep the current plan and wait.,"{""event_id"":""OPS-103"",""source_type"":""service_alert"",""event_type"":""route_energy_change"",""phase"":""persistence"",""affected_buses"":[2],""affected_chargers"":[],""effective_timestep"":11,""expected_end_timestep"":null,""uncertainty"":true,""uncertainty_details"":{""confidence_level"":0.6,""provisional"":true,""conflicting_evidence"":[""driver_or_maintenance_report_vs_delayed_telemetry""],""estimates"":[{""parameter"":""energy_multiplier"",""asset_id"":2,""lower_bound"":1.08,""upper_bound"":1.15,""selected_value"":1.15,""unit"":""multiplier"",""selection_policy"":""conservative_upper""}],""recommended_action"":""wait"",""rationale"":""No selected operational value has changed; wait and avoid duplicate optimization.""},""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{""2"":1.15},""charger_power_kw"":{},""unavailable_chargers"":[]},""evidence"":[""canonical_uncertainty_policy_v1"",""trigger_uncertainty_chat_v3""]}"
