notice_id,scenario_id,event_id,source_type,wording_variant,report_timestep,text,canonical
CHG-01-onset-explicit,chg_2_fault,CHG-01,ocpp,explicit,10,Charger 2 is faulted and unavailable. Technician timing is not confirmed.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-onset-indirect,chg_2_fault,CHG-01,ocpp,indirect,10,OCPP status for charger 2 is Faulted; do not assign charging until maintenance clears it.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-onset-operational,chg_2_fault,CHG-01,ocpp,operational,10,Maintenance CHG-01: EVSE-02 locked out after an isolation alarm. ETA pending; exclude this unit from allocation.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-persistence-explicit,chg_2_fault,CHG-01,ocpp,explicit,11,The condition continues unchanged. Charger 2 is faulted and unavailable. Technician timing is not confirmed.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-persistence-indirect,chg_2_fault,CHG-01,ocpp,indirect,11,The condition continues unchanged. OCPP status for charger 2 is Faulted; do not assign charging until maintenance clears it.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-persistence-operational,chg_2_fault,CHG-01,ocpp,operational,11,CHG-01 field follow-up: no change from the last dispatch instruction; the same restrictions and planning assumptions remain in force.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-severity_change-explicit,chg_2_fault,CHG-01,ocpp,explicit,12,The condition has worsened and requires re-evaluation. Charger 2 is now fully unavailable.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-severity_change-indirect,chg_2_fault,CHG-01,ocpp,indirect,12,The condition has worsened and requires re-evaluation. Charger 2 is now fully unavailable.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-severity_change-operational,chg_2_fault,CHG-01,ocpp,operational,12,CHG-01 dispatch correction: the same charging unit is now confirmed fully unavailable. Earlier values are superseded.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[2]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-recovery-explicit,chg_2_fault,CHG-01,ocpp,explicit,14,Normal service is restored for chargers 2.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""2"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-recovery-indirect,chg_2_fault,CHG-01,ocpp,indirect,14,Normal service is restored for chargers 2.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""2"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-recovery-operational,chg_2_fault,CHG-01,ocpp,operational,14,"CHG-01 close-out: the field restriction is cleared at the current report time. Return the affected block and charging unit, where applicable, to normal planning assumptions.","{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""2"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-stable-explicit,chg_2_fault,CHG-01,ocpp,explicit,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""2"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-stable-indirect,chg_2_fault,CHG-01,ocpp,indirect,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""2"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-01-stable-operational,chg_2_fault,CHG-01,ocpp,operational,15,CHG-01 monitoring note: close-out remains valid; no new dispatch or charging restriction.,"{""event_id"":""CHG-01"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[2],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""2"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_2_fault""]}"
CHG-02-onset-explicit,chg_5_derating,CHG-02,ocpp,explicit,10,Charger 5 remains in service but is derated to 75 kW. Repair timing is uncertain.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":75.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-onset-indirect,chg_5_derating,CHG-02,ocpp,indirect,10,Thermal alarms limit charger 5; cap the connector at 75 kW pending inspection.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":75.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-onset-operational,chg_5_derating,CHG-02,ocpp,operational,10,Maintenance CHG-02: thermal protection remains active on EVSE-05. Temporary output ceiling 75 kW; inspection window uncertain.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":75.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-persistence-explicit,chg_5_derating,CHG-02,ocpp,explicit,11,The condition continues unchanged. Charger 5 remains in service but is derated to 75 kW. Repair timing is uncertain.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":75.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-persistence-indirect,chg_5_derating,CHG-02,ocpp,indirect,11,The condition continues unchanged. Thermal alarms limit charger 5; cap the connector at 75 kW pending inspection.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":75.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-persistence-operational,chg_5_derating,CHG-02,ocpp,operational,11,CHG-02 field follow-up: no change from the last dispatch instruction; the same restrictions and planning assumptions remain in force.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":75.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-severity_change-explicit,chg_5_derating,CHG-02,ocpp,explicit,12,The condition has worsened and requires re-evaluation. Charger 5 is now derated to 37.5 kW.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":37.5},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-severity_change-indirect,chg_5_derating,CHG-02,ocpp,indirect,12,The condition has worsened and requires re-evaluation. Charger 5 is now derated to 37.5 kW.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":37.5},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-severity_change-operational,chg_5_derating,CHG-02,ocpp,operational,12,CHG-02 dispatch correction: lower the same connector ceiling to 37.5 kW. Earlier values are superseded.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":37.5},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-recovery-explicit,chg_5_derating,CHG-02,ocpp,explicit,14,Normal service is restored for chargers 5.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-recovery-indirect,chg_5_derating,CHG-02,ocpp,indirect,14,Normal service is restored for chargers 5.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-recovery-operational,chg_5_derating,CHG-02,ocpp,operational,14,"CHG-02 close-out: the field restriction is cleared at the current report time. Return the affected block and charging unit, where applicable, to normal planning assumptions.","{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-stable-explicit,chg_5_derating,CHG-02,ocpp,explicit,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-stable-indirect,chg_5_derating,CHG-02,ocpp,indirect,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-02-stable-operational,chg_5_derating,CHG-02,ocpp,operational,15,CHG-02 monitoring note: close-out remains valid; no new dispatch or charging restriction.,"{""event_id"":""CHG-02"",""source_type"":""ocpp"",""event_type"":""charger_derating"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[5],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""5"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_5_derating""]}"
CHG-03-onset-explicit,chg_7_fault,CHG-03,ocpp,explicit,10,Charger 7 is offline and unavailable because of an isolation fault.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-onset-indirect,chg_7_fault,CHG-03,ocpp,indirect,10,The protection relay has removed charger 7 from service; assignments must avoid it.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-onset-operational,chg_7_fault,CHG-03,ocpp,operational,10,Maintenance CHG-03: protection relay removed EVSE-07 from service. Keep the unit out of charger assignments pending clearance.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""onset"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-persistence-explicit,chg_7_fault,CHG-03,ocpp,explicit,11,The condition continues unchanged. Charger 7 is offline and unavailable because of an isolation fault.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-persistence-indirect,chg_7_fault,CHG-03,ocpp,indirect,11,The condition continues unchanged. The protection relay has removed charger 7 from service; assignments must avoid it.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-persistence-operational,chg_7_fault,CHG-03,ocpp,operational,11,CHG-03 field follow-up: no change from the last dispatch instruction; the same restrictions and planning assumptions remain in force.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""persistence"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":11,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-severity_change-explicit,chg_7_fault,CHG-03,ocpp,explicit,12,The condition has worsened and requires re-evaluation. Charger 7 is now fully unavailable.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-severity_change-indirect,chg_7_fault,CHG-03,ocpp,indirect,12,The condition has worsened and requires re-evaluation. Charger 7 is now fully unavailable.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-severity_change-operational,chg_7_fault,CHG-03,ocpp,operational,12,CHG-03 dispatch correction: the same charging unit is now confirmed fully unavailable. Earlier values are superseded.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""severity_change"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":12,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{},""unavailable_chargers"":[7]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-recovery-explicit,chg_7_fault,CHG-03,ocpp,explicit,14,Normal service is restored for chargers 7.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""7"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-recovery-indirect,chg_7_fault,CHG-03,ocpp,indirect,14,Normal service is restored for chargers 7.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""7"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-recovery-operational,chg_7_fault,CHG-03,ocpp,operational,14,"CHG-03 close-out: the field restriction is cleared at the current report time. Return the affected block and charging unit, where applicable, to normal planning assumptions.","{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""recovery"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":14,""expected_end_timestep"":null,""uncertainty"":false,""material"":true,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""7"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-stable-explicit,chg_7_fault,CHG-03,ocpp,explicit,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""7"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-stable-indirect,chg_7_fault,CHG-03,ocpp,indirect,15,Informational: the recovered state is stable and has no new operational impact.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""7"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
CHG-03-stable-operational,chg_7_fault,CHG-03,ocpp,operational,15,CHG-03 monitoring note: close-out remains valid; no new dispatch or charging restriction.,"{""event_id"":""CHG-03"",""source_type"":""ocpp"",""event_type"":""charger_fault"",""phase"":""stable"",""affected_buses"":[],""affected_chargers"":[7],""effective_timestep"":15,""expected_end_timestep"":null,""uncertainty"":false,""material"":false,""updates"":{""delay_minutes_by_bus"":{},""energy_multiplier_by_bus"":{},""charger_power_kw"":{""7"":200.0},""unavailable_chargers"":[]},""evidence"":[""canonical_scenario_v2"",""chg_7_fault""]}"
COM-01-onset-explicit,combined_bus3_charger3,COM-01,combined,explicit,10,"Bus 3 is delayed 30 minutes with energy consumption up 12 percent, while charger 3 is faulted and unavailable.","{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""onset"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":30},""energy_multiplier_by_bus"":{""3"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
COM-01-onset-indirect,combined_bus3_charger3,COM-01,combined,indirect,10,A detour affects bus 3 (about 30 extra minutes and 12% more energy); charger 3 is also out of service.,"{""event_id"":""COM-01"",""source_type"":""combined"",""event_type"":""combined"",""phase"":""onset"",""affected_buses"":[3],""affected_chargers"":[3],""effective_timestep"":10,""expected_end_timestep"":14,""uncertainty"":true,""material"":true,""updates"":{""delay_minutes_by_bus"":{""3"":30},""energy_multiplier_by_bus"":{""3"":1.12},""charger_power_kw"":{},""unavailable_chargers"":[3]},""evidence"":[""canonical_scenario_v2"",""combined_bus3_charger3""]}"
